,subject,target,BlockType,TrialType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4
102,OGWM_107,no_TMS,invalid,compatible,4.454545454545454,502.90909090909093,680.1818181818181,815.421052631579,1005.7272727272727,1.0,652.5454545454545,1.0,0.045454545454545456,0.045454545454545456,-27.20771830287822,-59.255099261352186,8.045683883999965,10.64561552886302
103,OGWM_107,no_TMS,invalid,incompatible,4.3023255813953485,536.5930232558139,814.4880952380952,884.169014084507,1025.8690476190477,0.9767441860465116,233172.5,0.9534883720930233,0.1511627906976744,0.18604651162790697,11.637762097087581,28.08541127574191,22.735689280242728,27.76143309360708
104,OGWM_107,no_TMS,neutral,compatible,5.333333333333333,545.9814814814815,829.4716981132076,921.9782608695652,1053.7407407407406,0.9814814814814815,707.1481481481482,0.9074074074074074,0.14814814814814814,0.18518518518518517,-35.45909757599794,-32.147018322014354,21.47083509921364,26.565859343251667
105,OGWM_107,no_TMS,neutral,incompatible,5.333333333333333,553.8518518518518,930.074074074074,951.0196078431372,1145.3461538461538,0.9629629629629629,185802.6851851852,0.9259259259259259,0.24074074074074073,0.2777777777777778,-6.653591877338198,-5.9448483021047895,32.089753061393566,37.40100664181916
106,OGWM_107,no_TMS,valid,compatible,5.305882352941176,480.90588235294115,737.2352941176471,834.25,968.564705882353,1.0,235898.37647058823,0.9764705882352941,0.058823529411764705,0.09411764705882353,-9.359325713252645,-3.5821519839340294,12.413142621893964,16.710992359796577
107,OGWM_107,no_TMS,valid,incompatible,5.434782608695652,535.3913043478261,846.5217391304348,974.2105263157895,1105.909090909091,0.9565217391304348,682.8260869565217,0.9565217391304348,0.21739130434782608,0.2608695652173913,-40.60595728731741,-40.32240718120299,29.820047744700172,30.67948881664607
108,OGWM_108,PFC_cTBS,invalid,compatible,6.130434782608695,488.5652173913044,684.0,823.4347826086956,866.5454545454545,0.9565217391304348,717.1304347826087,1.0,0.043478260869565216,0.043478260869565216,35.26436648306235,48.1492755735471,9.239810198678093,11.031086190124176
109,OGWM_108,PFC_cTBS,invalid,incompatible,5.964705882352941,515.7529411764706,694.6705882352941,791.7088607594936,932.6117647058824,1.0,701.1647058823529,0.9764705882352941,0.03529411764705882,0.07058823529411765,-12.136274350568756,-23.962389836642277,11.8388492378097,17.539789427098203
110,OGWM_108,PFC_cTBS,neutral,compatible,4.0,493.85185185185185,673.0370370370371,762.2244897959183,904.1111111111111,1.0,716.0185185185185,0.9814814814814815,0.0,0.018518518518518517,12.802436265803522,31.90520583769377,4.6797730960903,7.413029248484301
111,OGWM_108,PFC_cTBS,neutral,incompatible,4.0,506.0740740740741,721.3333333333334,821.4615384615385,956.5185185185185,1.0,688.4814814814815,1.0,0.1111111111111111,0.14814814814814814,7.22878553998296,3.3751180659087896,17.50685393165887,22.12993451137002
112,OGWM_108,PFC_cTBS,valid,compatible,5.047058823529412,454.2470588235294,642.5952380952381,747.2051282051282,876.3095238095239,0.9882352941176471,690.0705882352942,0.9764705882352941,0.023529411764705882,0.023529411764705882,33.9038344881532,41.05204996039445,8.571644556569796,10.637402301126665
113,OGWM_108,PFC_cTBS,valid,incompatible,4.826086956521739,499.4347826086956,719.4347826086956,854.8095238095239,946.3478260869565,1.0,689.4347826086956,1.0,0.08695652173913043,0.17391304347826086,39.51530255214093,51.49338772482691,12.30462794660892,23.250040966886115
114,OGWM_108,PFC_iTBS,invalid,compatible,7.0,693.25,769.2916666666666,1060.0,794.6666666666666,1.0,776.5833333333334,1.0,0.0,0.0,-14.303060525630643,-14.210432886196367,3.808522309042427,4.129886040965719
115,OGWM_108,PFC_iTBS,invalid,incompatible,7.0,804.452380952381,876.7682926829268,1174.4285714285713,895.6626506024096,0.9761904761904762,119858.61904761905,0.9880952380952381,0.023809523809523808,0.03571428571428571,21.32734655142295,40.144465910212105,7.572805950525955,10.220107725760057
116,OGWM_108,PFC_iTBS,neutral,compatible,2.0,727.2777777777778,799.1320754716982,1545.0,804.4074074074074,0.9814814814814815,748.7222222222222,1.0,0.018518518518518517,0.018518518518518517,36.32355482421928,69.21285958771529,6.708843431509096,6.994027838928207
117,OGWM_108,PFC_iTBS,neutral,incompatible,2.0,763.4444444444445,851.7924528301887,1787.0,859.4629629629629,0.9814814814814815,814.1296296296297,0.9814814814814815,0.018518518518518517,0.018518518518518517,30.105551753689262,36.38990362923493,6.981278865274015,8.024162377773798
118,OGWM_108,PFC_iTBS,valid,compatible,6.011627906976744,706.546511627907,782.1046511627907,1209.6666666666667,790.8139534883721,1.0,117018.23255813954,0.9534883720930233,0.0,0.0,20.043969141182576,28.133989260111125,3.8823681138386745,4.70504433006672
119,OGWM_108,PFC_iTBS,valid,incompatible,5.954545454545454,710.0,891.6818181818181,1175.0,868.7619047619048,0.9545454545454546,776.3181818181819,1.0,0.045454545454545456,0.045454545454545456,91.02771792859568,90.77419305072577,8.484956278399528,9.10659352582587
120,OGWM_108,no_TMS,invalid,compatible,6.3478260869565215,472.1304347826087,647.8695652173913,746.5652173913044,865.3913043478261,1.0,435435.9130434783,0.9565217391304348,0.0,0.043478260869565216,38.281137889582645,9.590057667274166,4.8106955071927,8.221171977961305
121,OGWM_108,no_TMS,invalid,incompatible,6.329411764705882,549.7529411764706,753.3529411764706,881.964705882353,996.9294117647058,1.0,778.6941176470589,1.0,0.023529411764705882,0.10588235294117647,24.067537574615077,20.455492544946672,9.146879894999318,17.61513971601577
122,OGWM_108,no_TMS,neutral,compatible,4.666666666666667,552.3148148148148,730.074074074074,848.2820512820513,867.7924528301887,0.9814814814814815,185983.6851851852,0.9814814814814815,0.0,0.0,45.66394368822329,71.9540507436493,4.128763067152229,5.87734827239728
123,OGWM_108,no_TMS,neutral,incompatible,4.666666666666667,572.5370370370371,750.8846153846154,818.2564102564103,922.9444444444445,0.9629629629629629,185991.4814814815,0.9629629629629629,0.09259259259259259,0.1111111111111111,20.559857520742206,37.163508752552474,14.990004608316568,19.817275937530017
124,OGWM_108,no_TMS,valid,compatible,4.011627906976744,480.9767441860465,654.7325581395348,752.9487179487179,876.5813953488372,1.0,765.3604651162791,0.9883720930232558,0.0,0.0,0.2460336282128404,8.075028817518364,4.027128828943987,5.596265397884045
125,OGWM_108,no_TMS,valid,incompatible,3.9545454545454546,552.1363636363636,725.5,826.3809523809524,988.8636363636364,1.0,455265.45454545453,0.9545454545454546,0.09090909090909091,0.13636363636363635,-11.19331113194673,-22.00601728083891,16.31114732829118,22.81298291331574
126,OGWM_109,PFC_cTBS,invalid,compatible,7.333333333333333,503.5,718.2173913043479,781.3,960.1666666666666,0.9583333333333334,873.7083333333334,0.9583333333333334,0.041666666666666664,0.08333333333333333,-67.44727111274534,-57.99802607437427,10.379728318218373,14.2241278230741
127,OGWM_109,PFC_cTBS,invalid,incompatible,7.333333333333333,521.547619047619,731.0238095238095,807.5679012345679,973.2142857142857,1.0,822.1904761904761,0.9761904761904762,0.10714285714285714,0.14285714285714285,-13.663321101802042,-3.299536948197173,14.963520797085819,19.995528832297484
