,subject,target,TrialType,BlockType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4,movement_time_msecRT
0,OGWM_101,PFC_cTBS,compatible,invalid,4.333333333333333,527.4761904761905,670.3333333333334,779.2857142857143,898.0952380952381,1.0,667.0,1.0,0.047619047619047616,0.047619047619047616,43.41065860569108,26.068153987883335,8.597460307204589,9.429618550893892,370.6190476190476
1,OGWM_101,PFC_cTBS,compatible,neutral,5.25,464.86538461538464,610.7692307692307,729.1836734693877,848.5576923076923,1.0,708.9807692307693,1.0,0.0,0.0,27.04063869984341,20.14315353151415,4.567457314615506,6.068450334948943,383.6923076923077
2,OGWM_101,PFC_cTBS,compatible,valid,5.333333333333333,479.04761904761904,600.7380952380952,714.2380952380952,845.4761904761905,1.0,673.0595238095239,1.0,0.011904761904761904,0.023809523809523808,22.457393955744593,12.021689519272321,7.148101892455354,10.10140277187468,366.42857142857144
3,OGWM_101,PFC_cTBS,incompatible,invalid,4.395061728395062,658.3086419753087,826.2098765432099,929.575,1054.3703703703704,1.0,732.716049382716,1.0,0.08641975308641975,0.1111111111111111,33.35942797073952,37.56012484980468,12.987893630418228,16.277617388054033,396.0617283950617
4,OGWM_101,PFC_cTBS,incompatible,neutral,5.5,628.7307692307693,765.2884615384615,902.2115384615385,1054.7884615384614,1.0,713.9038461538462,0.9807692307692307,0.038461538461538464,0.09615384615384616,-8.648463411986159,-12.610779469705758,9.285663551649249,15.813400570939674,426.0576923076923
5,OGWM_101,PFC_cTBS,incompatible,valid,5.190476190476191,608.4285714285714,799.0952380952381,843.9473684210526,1020.5714285714286,1.0,684.4285714285714,1.0,0.09523809523809523,0.14285714285714285,-17.83570919755859,6.227552338295575,12.337230616350599,21.040975179045198,412.14285714285717
6,OGWM_101,PFC_iTBS,compatible,invalid,4.043478260869565,577.0869565217391,725.2608695652174,832.1818181818181,987.5652173913044,1.0,820.8260869565217,1.0,0.0,0.043478260869565216,66.57367595142303,63.22923158803319,6.868321173666368,11.434233957364421,410.4782608695652
7,OGWM_101,PFC_iTBS,compatible,neutral,4.056603773584905,540.3396226415094,688.2830188679245,789.62,946.2452830188679,1.0,713.7358490566038,1.0,0.0,0.0,61.69700540337537,47.7805768890809,5.896315876809825,7.17285828496611,405.9056603773585
8,OGWM_101,PFC_iTBS,compatible,valid,6.9523809523809526,466.8809523809524,660.4761904761905,763.7560975609756,898.5714285714286,1.0,681.9880952380952,1.0,0.05952380952380952,0.07142857142857142,76.37005947171507,71.865948935843,9.820146599343726,11.888035526516555,431.6904761904762
9,OGWM_101,PFC_iTBS,incompatible,invalid,4.012345679012346,641.074074074074,854.7037037037037,943.4691358024692,1103.8271604938273,1.0,722.4074074074074,0.9876543209876543,0.08641975308641975,0.09876543209876543,44.775433052656076,68.06674477272504,10.983174402889533,14.28752773822589,462.75308641975306
10,OGWM_101,PFC_iTBS,incompatible,neutral,4.176470588235294,670.156862745098,820.0,927.8979591836735,1096.2941176470588,1.0,760.0196078431372,0.9607843137254902,0.0196078431372549,0.0196078431372549,92.90435260038542,85.07128905925441,6.876696184265045,8.535137718819763,426.1372549019608
11,OGWM_101,PFC_iTBS,incompatible,valid,7.090909090909091,632.2727272727273,785.4545454545455,867.6363636363636,1018.2727272727273,1.0,624.5909090909091,1.0,0.045454545454545456,0.045454545454545456,76.13540559708268,91.23113306932565,8.913080693290555,9.828222055266208,386.0
